state,county,year,MedianAge,PerCapitaIncome,Population,PovertyCount
Arkansas,Logan County,2019,42,21491,21668,3995
Arkansas,Grant County,2019,41,28153,18126,2596
Arkansas,Franklin County,2019,41.2,20480,17738,4005
Arkansas,Pike County,2019,43.1,23362,10756,1627
Arkansas,Jefferson County,2019,38.7,21472,69282,13960
Arkansas,Montgomery County,2019,50.4,22631,8950,1875
Arkansas,Scott County,2019,40.7,18281,10376,1967
Arkansas,Sebastian County,2019,37.6,25961,127591,23271
Arkansas,Crawford County,2019,38.6,24547,62739,10609
Arkansas,Chicot County,2019,43.3,20232,10615,2872
Arkansas,Johnson County,2019,38.4,21010,26372,5833
Arkansas,Lee County,2019,42.5,16968,9194,1668
Iowa,Marion County,2019,39.4,30644,33172,2466
Iowa,Washington County,2019,40.3,30547,22100,2140
Iowa,Wright County,2019,43.5,29622,12739,1461
Iowa,Cass County,2019,44.9,28302,13091,1776
Iowa,Cherokee County,2019,46.3,32999,11343,1201
Iowa,Crawford County,2019,38.7,29196,17034,2978
Iowa,Des Moines County,2019,42.9,29941,39386,6214
Iowa,Fayette County,2019,43.8,28643,19803,2173
Iowa,Harrison County,2019,44,32443,14089,1351
Iowa,Kossuth County,2019,45.5,31225,14978,1602
Iowa,Mills County,2019,42.5,34850,15034,1234
Iowa,Monona County,2019,46,29591,8730,1242
Iowa,Muscatine County,2019,38.1,29511,42889,4054
Iowa,Osceola County,2019,44,30955,6052,745
Iowa,Polk County,2019,35.5,35433,479612,48969
Iowa,Webster County,2019,39,26498,36545,4629
Iowa,Story County,2019,26.6,29539,96941,18022
Iowa,Woodbury County,2019,35.8,28688,102586,12649
Iowa,Black Hawk County,2019,35.2,30563,132393,20129
Iowa,Grundy County,2019,42.6,36231,12299,677
Iowa,Jones County,2019,43.1,29453,20559,1755
Iowa,Mitchell County,2019,43.6,29676,10608,710
Iowa,Montgomery County,2019,44.2,29781,10053,1180
Iowa,Sac County,2019,46.1,32274,9802,947
Iowa,Plymouth County,2019,40,33982,25068,2243
Iowa,Buchanan County,2019,39.1,33373,21118,1812
Iowa,Clinton County,2019,42.2,28483,46909,5988
Iowa,Decatur County,2019,36.4,22875,7979,1331
Iowa,Jefferson County,2019,42.9,28611,18148,2087
Iowa,Allamakee County,2019,44.4,27892,13813,1478
Iowa,Linn County,2019,37.7,34545,223861,22272
Iowa,Dallas County,2019,35.4,45090,87099,4521
Iowa,O'Brien County,2019,41.9,30564,13835,1440
Kansas,Stanton County,2019,35.3,23033,2052,370
Kansas,Meade County,2019,37.9,28945,4180,264
Kansas,Montgomery County,2019,40.3,24647,32521,5911
Kansas,Pratt County,2019,38.5,27442,9452,1047
Kansas,Rawlins County,2019,48.8,28590,2502,268
Kansas,Anderson County,2019,40.8,24309,7835,1151
Kansas,Ellsworth County,2019,42.1,26443,6231,493
Kansas,Geary County,2019,26.4,23897,34025,4292
Kansas,Ford County,2019,32.2,23293,34179,4858
Kansas,Russell County,2019,49.1,26090,6948,761
Kansas,Marshall County,2019,42.8,28469,9749,854
Kansas,Allen County,2019,41.9,23734,12556,2138
Kansas,Cheyenne County,2019,45.6,29041,2665,247
Kansas,Cowley County,2019,38.8,24726,35351,4675
Kansas,Elk County,2019,52.3,23875,2523,449
Kansas,Franklin County,2019,40,26998,25558,2441
Kansas,Hodgeman County,2019,47.6,30044,1876,204
Kansas,Jewell County,2019,52.8,27731,2885,501
Kansas,Rice County,2019,38.9,26737,9658,1271
Kansas,Stafford County,2019,44.1,28060,4181,507
Kansas,Osage County,2019,43.8,27951,15881,2226
Kansas,Coffey County,2019,43.8,33371,8254,1008
Kansas,Crawford County,2019,32.5,23091,38968,7513
Kansas,Greenwood County,2019,48.6,27500,6081,799
Maryland,Carroll County,2019,42.4,42083,167699,8546
Maryland,Queen Anne's County,2019,44.4,44754,49632,2822
Maryland,St. Mary's County,2019,36.7,40354,112290,8818
Maryland,Charles County,2019,38.4,41717,159428,9953
Maryland,Dorchester County,2019,44.6,30293,32138,5007
Maryland,Washington County,2019,40.5,30464,150109,17302
Maryland,Wicomico County,2019,36.1,28080,102539,15164
Maryland,Cecil County,2019,40.8,34810,102552,9915
Maryland,Caroline County,2019,39.7,29624,33049,4520
Massachusetts,Suffolk County,2019,32.8,42765,796605,136934
Massachusetts,Dukes County,2019,47.1,45990,17312,1299
Massachusetts,Middlesex County,2019,38.5,52228,1600842,114942
Massachusetts,Bristol County,2019,41,35747,561037,61875
Massachusetts,Hampden County,2019,39,30346,467871,74362
Massachusetts,Essex County,2019,40.9,42347,783676,79463
Massachusetts,Franklin County,2019,46.7,35908,70577,6730
Massachusetts,Worcester County,2019,40.2,37574,824772,80612
Massachusetts,Hampshire County,2019,36.5,34838,161032,16800
Michigan,Chippewa County,2019,40.5,25086,37629,6257
Michigan,Monroe County,2019,42.6,31481,149727,16493
Michigan,Oakland County,2019,40.9,44629,1253185,101559
Michigan,Hillsdale County,2019,42.3,25621,45757,7137
Michigan,Muskegon County,2019,39.3,25435,173297,25719
Michigan,Leelanau County,2019,54.1,39073,21652,1310
Michigan,Lapeer County,2019,44.1,30344,88038,8691
Michigan,Sanilac County,2019,45.2,25871,41295,6150
Michigan,Keweenaw County,2019,57.5,34608,2111,223
Michigan,Ontonagon County,2019,58.6,25022,5877,793
Michigan,Ottawa County,2019,35.2,31872,286558,23569
Michigan,Alcona County,2019,58.2,25636,10353,1738
Michigan,Ionia County,2019,38.7,24864,64300,7129
Michigan,Kalkaska County,2019,44.4,24358,17585,2905
Michigan,Berrien County,2019,42.1,30864,154133,24305
Michigan,Ogemaw County,2019,50.4,23787,20898,3491
Michigan,Wexford County,2019,41.6,25149,33256,4665
Michigan,Crawford County,2019,50.8,26294,13892,2218
Michigan,Dickinson County,2019,46.7,29656,25439,2933
Michigan,Huron County,2019,49.2,27852,31349,4030
Michigan,Ingham County,2019,32,29380,290587,53303
Michigan,Mason County,2019,46.2,29549,28954,4294
Michigan,Menominee County,2019,48.8,27942,23074,2889
Michigan,Missaukee County,2019,43.5,23838,15028,2111
Michigan,St. Joseph County,2019,39.6,26248,60836,8884
Michigan,Van Buren County,2019,41.6,28049,75358,11060
Michigan,Arenac County,2019,50,24328,15070,2547
Michigan,Barry County,2019,42.5,31760,60540,4613
Michigan,Iron County,2019,54.3,25944,11152,1420
Michigan,Benzie County,2019,50.2,29425,17615,1650
Michigan,Schoolcraft County,2019,52.1,24647,8048,1321
Michigan,Wayne County,2019,37.9,27282,1757299,387362
Michigan,Grand Traverse County,2019,42.8,35405,92181,8703
Michigan,Mackinac County,2019,52.8,28966,10780,1744
Michigan,Genesee County,2019,40.5,27295,407875,76326
Kansas,Labette County,2019,41,24572,20119,3619
Kansas,Sedgwick County,2019,35.4,29530,513375,69506
Kansas,Republic County,2019,50.7,27424,4658,492
Kansas,Graham County,2019,50.4,27236,2519,242
Kansas,Douglas County,2019,29.8,32281,120290,20169
Kansas,Sheridan County,2019,44.9,35465,2506,130
Kansas,Gray County,2019,36,29421,6039,338
South Dakota,Todd County,2019,23.8,10739,10195,5584
South Dakota,Oglala Lakota County,2019,25.8,10388,14335,6569
Washington,Klickitat County,2019,46.9,29521,21721,3371
Washington,Grays Harbor County,2019,44,27210,72779,10037
Washington,Wahkiakum County,2019,55.1,31110,4268,309
Washington,Grant County,2019,32.9,24280,95502,14023
Washington,Snohomish County,2019,38,39527,798808,59039
West Virginia,Summers County,2019,49.1,21437,12848,2598
West Virginia,Greenbrier County,2019,45.5,24581,35155,5530
West Virginia,Mineral County,2019,44.5,25490,27167,3628
West Virginia,Lewis County,2019,43.8,23820,16166,3370
West Virginia,Pocahontas County,2019,49.1,25201,8450,1352
West Virginia,Randolph County,2019,43.7,24842,28930,4908
West Virginia,Wirt County,2019,45.4,23568,5798,936
West Virginia,Clay County,2019,44.1,17239,8709,2353
West Virginia,Monongalia County,2019,31.7,32154,105474,20653
West Virginia,Wetzel County,2019,46,22546,15436,3356
West Virginia,Kanawha County,2019,43.4,29253,183279,30967
West Virginia,Preston County,2019,42.7,24890,33683,4707
West Virginia,Ritchie County,2019,46.8,25606,9844,1779
West Virginia,Lincoln County,2019,43.2,21456,20850,4739
West Virginia,Braxton County,2019,45.9,22269,14190,3035
West Virginia,Boone County,2019,43.5,21751,22368,5123
West Virginia,Wyoming County,2019,44.6,22703,21281,4705
Wisconsin,Dunn County,2019,34.7,28034,44759,4830
Wisconsin,Grant County,2019,36,25892,51733,7278
Wisconsin,Sheboygan County,2019,41.5,31510,115178,8110
Wisconsin,Menominee County,2019,32,20313,4558,1593
Wisconsin,Buffalo County,2019,46.6,30503,13126,1230
Wisconsin,La Crosse County,2019,35.9,32565,117894,14559
Wisconsin,Marathon County,2019,40.7,33189,135396,12246
Wisconsin,Trempealeau County,2019,40.5,28902,29499,2271
Wisconsin,Dodge County,2019,42.5,29726,87715,6903
Wisconsin,Vilas County,2019,54.6,33316,21751,2729
Wisconsin,Manitowoc County,2019,44.9,30130,79185,7799
Wisconsin,Burnett County,2019,52.8,30342,15289,1877
Wisconsin,Door County,2019,53,38744,27472,2059
Wisconsin,Fond du Lac County,2019,41.6,31653,102597,8341
Wisconsin,Pepin County,2019,46.4,30827,7265,750
Wisconsin,Richland County,2019,45.3,27597,17459,2410
Wisconsin,Waushara County,2019,49.2,28580,24193,2551
Wisconsin,Lafayette County,2019,41.8,28448,16715,1860
Wisconsin,Pierce County,2019,36.8,33061,41977,3635
Wisconsin,Calumet County,2019,40.6,35527,49928,2871
Wisconsin,Kenosha County,2019,38.5,32298,168524,20205
Wyoming,Johnson County,2019,45.4,36084,8487,1010
Kansas,Wallace County,2019,41.8,27966,1574,146
Kansas,Chase County,2019,44.8,23055,2637,300
Kansas,Stevens County,2019,35.1,24652,5603,1099
Kansas,Smith County,2019,51.4,28994,3627,400
Kansas,Grant County,2019,32.6,25411,7467,848
Michigan,Antrim County,2019,51.3,31851,23206,2527
Michigan,Houghton County,2019,33,23421,36070,6742
Michigan,Livingston County,2019,43.5,40351,189754,9808
Michigan,Iosco County,2019,52.9,25264,25197,3774
Michigan,Lake County,2019,53.2,20461,11852,2416
Michigan,Manistee County,2019,49.3,26668,24457,2652
Kansas,Jackson County,2019,41.2,28127,13266,1525
Kansas,Kingman County,2019,45.4,34578,7340,549
Kansas,Logan County,2019,39.7,28135,2805,224
Kansas,Nemaha County,2019,39.9,30344,10121,859
Kansas,Pottawatomie County,2019,35.4,29345,23847,1900
Kansas,Wyandotte County,2019,33.7,22335,164861,31261
Kansas,Cherokee County,2019,41.3,22615,20179,2604
Kansas,Butler County,2019,38.6,29986,66698,6025
Kansas,Clay County,2019,42.5,29235,8082,642
Kansas,Lincoln County,2019,46.5,25803,3044,271
Kansas,Saline County,2019,38.6,28813,54701,6132
Kansas,Sumner County,2019,41.2,26954,23114,2667
Kansas,Trego County,2019,49.4,34230,2840,191
Kansas,Wabaunsee County,2019,43.8,27876,6889,330
Kansas,Wilson County,2019,43.7,27471,8688,1196
Kansas,Mitchell County,2019,43.1,25801,6145,874
Kansas,Osborne County,2019,46.7,30843,3530,506
Kansas,Atchison County,2019,36.6,24237,16268,2269
Kansas,Finney County,2019,30.8,24152,36750,4459
Kansas,Hamilton County,2019,35.8,22003,2591,272
Kansas,Leavenworth County,2019,37.8,32444,80745,6379
Kansas,Washington County,2019,45.4,27841,5493,581
Kansas,Wichita County,2019,42.3,29126,2130,69
Kansas,Morton County,2019,40.5,23447,2754,273
Kansas,Norton County,2019,42.7,25352,5446,564
Kansas,Barton County,2019,39.9,27495,26453,3978
Kansas,Cloud County,2019,40.8,27279,8938,965
Kansas,Edwards County,2019,45.7,27431,2869,277
Kansas,Lane County,2019,40.7,28435,1564,187
Kansas,Rush County,2019,46.6,26552,3022,304
Kansas,Marion County,2019,44.5,26577,11964,971
Kansas,Neosho County,2019,40.2,23845,16108,2926
Kansas,Ottawa County,2019,43,29230,5822,567
Kansas,Riley County,2019,25.1,27272,75056,14591
Kansas,Barber County,2019,43.6,27648,4624,746
Kansas,Dickinson County,2019,41.3,27219,18828,2184
Kansas,Jefferson County,2019,43.3,30655,18890,1398
Kentucky,Greenup County,2019,43.4,27722,35555,5909
Kentucky,Fleming County,2019,41.4,23593,14513,2877
Kentucky,Carter County,2019,41.6,18778,27159,6674
Kentucky,Grant County,2019,36.3,23721,24951,4012
Kentucky,Jefferson County,2019,38.3,33251,767419,106938
Kentucky,Logan County,2019,40.7,24221,26902,4507
Kentucky,Mason County,2019,40.6,28411,17112,2978
Kentucky,Pendleton County,2019,40.6,24120,14572,2554
Kentucky,Robertson County,2019,42.9,22552,2123,522
Kentucky,Spencer County,2019,42.1,33661,18680,1799
Kentucky,Bath County,2019,40.6,22238,12355,2501
Kentucky,Ballard County,2019,43.6,25217,8032,1213
Kentucky,Boyle County,2019,40.3,26413,29972,3801
Kentucky,Green County,2019,44.6,22506,10979,1953
Kentucky,Harlan County,2019,41.3,16468,26699,9335
Kentucky,Martin County,2019,39.5,18017,11648,2064
Kentucky,Lincoln County,2019,41.3,21480,24476,5086
Kentucky,Monroe County,2019,41.4,23481,10627,2493
Kentucky,Ohio County,2019,40.3,24297,24071,4435
Kentucky,Union County,2019,38.1,23097,14638,2905
Kentucky,Webster County,2019,41,22911,13068,2897
Texas,Jim Wells County,2019,34.6,21510,40972,9388
Texas,Dallam County,2019,31.7,27491,7304,878
Michigan,Montmorency County,2019,56.1,23958,9265,1507
Michigan,Presque Isle County,2019,55,28103,12714,1642
Michigan,Gladwin County,2019,50.1,25657,25279,4215
Michigan,Kalamazoo County,2019,34.4,31975,262745,38054
Michigan,Mecosta County,2019,36.9,23431,43251,8541
Michigan,Marquette County,2019,39.1,27979,66686,9833
Michigan,Newaygo County,2019,42.4,25451,48366,7928
Michigan,Osceola County,2019,43.8,22692,23290,4102
Michigan,Otsego County,2019,44.9,27234,24490,3302
Michigan,Calhoun County,2019,39.8,26855,134212,21423
Michigan,Cheboygan County,2019,51.1,26393,25418,3732
Michigan,Luce County,2019,44.7,22350,6338,896
Michigan,Kent County,2019,35.3,32524,648121,74720
Michigan,Saginaw County,2019,40.9,28030,191821,33351
Michigan,Shiawassee County,2019,42.4,28437,68340,6906
Michigan,Bay County,2019,43.4,27469,104104,16266
Michigan,Charlevoix County,2019,48.6,33620,26188,2607
Michigan,Delta County,2019,47.4,27632,36026,4588
Michigan,Emmet County,2019,45.5,34074,33104,2984
Minnesota,Koochiching County,2019,49.5,29834,12515,1665
Minnesota,Morrison County,2019,41.7,29680,33064,3317
Minnesota,Pennington County,2019,39.6,31159,14183,1535
Minnesota,Steele County,2019,39,32477,36683,3236
Minnesota,Wilkin County,2019,43.3,34543,6291,564
Minnesota,Aitkin County,2019,55.5,29275,15834,1896
Minnesota,Faribault County,2019,45.8,29991,13801,1543
Minnesota,Murray County,2019,48.1,31874,8296,580
Minnesota,Kandiyohi County,2019,39.3,31039,42841,4409
Minnesota,Lake County,2019,50.8,34207,10560,902
Minnesota,Rock County,2019,40.8,31345,9402,824
Minnesota,Roseau County,2019,41.6,30193,15361,1219
Minnesota,Traverse County,2019,47.5,32548,3311,319
Minnesota,Becker County,2019,41.9,31729,34011,3678
Minnesota,Hennepin County,2019,36.5,45768,1245837,127872
Minnesota,Brown County,2019,42.3,31237,25163,1670
Minnesota,Chippewa County,2019,41.6,30772,11953,1095
Minnesota,Clearwater County,2019,42.3,27178,8821,1260
Minnesota,Goodhue County,2019,42.2,34803,46246,4230
Minnesota,Isanti County,2019,40,34054,39430,2850
Minnesota,Jackson County,2019,44.8,34325,9954,768
Minnesota,Mower County,2019,38.8,29720,39807,5277
Minnesota,Pine County,2019,45,26407,29223,3027
Minnesota,Olmsted County,2019,37.2,41066,154809,12864
Minnesota,Wadena County,2019,41.5,24214,13654,1907
Minnesota,Benton County,2019,36,29831,40129,4071
Minnesota,Freeborn County,2019,44,29316,30463,3295
Minnesota,Itasca County,2019,46.3,30286,45141,5376
Minnesota,Pope County,2019,45.8,34166,11048,779
Minnesota,Stevens County,2019,33.1,32542,9789,1178
Minnesota,Swift County,2019,43.9,31765,9359,1155
Minnesota,Cottonwood County,2019,42.9,27459,11299,1214
Minnesota,Scott County,2019,36.5,42155,145275,7896
Minnesota,Wabasha County,2019,45.2,34442,21537,1651
Minnesota,Pipestone County,2019,42.1,30540,9191,1056
Minnesota,Norman County,2019,43.8,30422,6520,562
Minnesota,Nicollet County,2019,36.3,33031,33954,3117
Texas,Fort Bend County,2019,36.3,39994,765394,56251
Texas,Irion County,2019,42.7,28487,1620,241
Texas,Willacy County,2019,33,14888,21588,5468
Texas,Dawson County,2019,33.5,20084,12813,2840
Texas,Burleson County,2019,43.3,30086,18058,2095
Texas,Nueces County,2019,35.5,27740,361540,58539
Texas,Rains County,2019,48.4,27938,11766,1510
Texas,Real County,2019,47.4,18235,3408,780
Texas,Sterling County,2019,40.8,28757,1231,29
Texas,Carson County,2019,40.6,34708,6009,493
Texas,Freestone County,2019,41.5,24621,19714,3260
Texas,Hardeman County,2019,43.5,24078,3945,544
Texas,Briscoe County,2019,46.4,23933,1457,233
Texas,Liberty County,2019,35.5,23461,83702,10708
Texas,Loving County,2019,55.2,33624,98,15
Texas,Robertson County,2019,41.5,26033,16990,2356
Texas,Rusk County,2019,38.2,26658,53755,5769
Texas,Trinity County,2019,48.6,25026,14620,2244
Texas,Bandera County,2019,52.2,29561,22215,3455
Texas,Childress County,2019,34.5,21233,7253,799
Texas,Comal County,2019,42.2,38991,141642,10712
Texas,Houston County,2019,44.5,19129,22954,4308
Texas,Navarro County,2019,38.1,23786,48995,8150
Texas,Scurry County,2019,36.4,24552,17096,2173
Texas,Stonewall County,2019,47.1,25638,1476,169
Texas,Bastrop County,2019,38.4,27773,84522,9230
Texas,Bee County,2019,35.3,18340,32611,5120
Texas,Crane County,2019,32.7,27893,4802,379
Vermont,Rutland County,2019,46.5,31391,58892,5710
Vermont,Orange County,2019,46.6,31697,28908,2749
Vermont,Windsor County,2019,48,36252,55275,5001
Utah,Utah County,2019,24.8,26215,605490,62829
Utah,Duchesne County,2019,31.5,24573,20148,2696
Utah,Uintah County,2019,30.6,25759,36084,4479
Utah,Davis County,2019,31.1,31205,345767,18571
Utah,Emery County,2019,36.2,23705,10117,1169
Utah,Garfield County,2019,41.9,25247,4998,791
Virginia,Isle of Wight County,2019,44.3,37126,36627,3818
Virginia,Franklin city,2019,39.4,24025,8147,1178
Virginia,Lexington city,2019,22.3,19047,7241,1191
Virginia,Henry County,2019,47.6,22372,51308,9149
Virginia,King William County,2019,40.3,30704,16688,1400
Virginia,Louisa County,2019,44.8,34041,36040,4209
Virginia,Prince Edward County,2019,31.5,21017,22905,3248
Virginia,Rockingham County,2019,41.5,31275,80284,6895
Kentucky,Calloway County,2019,35.6,23219,38837,7541
Kentucky,Casey County,2019,42.6,18457,15885,3936
Kentucky,Christian County,2019,28.3,23021,71414,12635
Kentucky,Daviess County,2019,38.9,28806,100474,16174
Kentucky,Grayson County,2019,40.3,21231,26247,6585
Kentucky,Henderson County,2019,41.2,26212,45829,8273
Kentucky,Henry County,2019,41.4,25202,15911,2890
Kentucky,Hopkins County,2019,41.8,25042,45331,8534
Kentucky,Jackson County,2019,42.2,18560,13369,4240
Kentucky,Laurel County,2019,40,22398,60357,13790
Kentucky,Marshall County,2019,44.9,29792,31192,3177
Kentucky,Meade County,2019,38.6,27861,28182,3369
Kentucky,Montgomery County,2019,39.7,22381,27884,5006
Kentucky,Nicholas County,2019,41.1,22212,7153,1965
Kentucky,Oldham County,2019,38.9,42272,65967,3664
Minnesota,Douglas County,2019,44.2,36535,37513,2814
Minnesota,Grant County,2019,44.9,32871,5935,566
Minnesota,Kittson County,2019,48.1,30539,4311,466
Minnesota,Le Sueur County,2019,41,33311,28242,2389
Kentucky,Owen County,2019,42.8,25640,10796,2021
Kentucky,Rockcastle County,2019,42.7,20892,16820,3284
Kentucky,Scott County,2019,36.2,32796,54667,6111
Kentucky,Warren County,2019,32.8,28558,128652,20285
Kentucky,Allen County,2019,40.7,22294,20944,3866
Kentucky,Bourbon County,2019,41.8,27802,20058,3005
Kentucky,Bullitt County,2019,40.4,29333,80171,7150
Kentucky,Crittenden County,2019,43.6,23959,9000,1258
Kentucky,Fulton County,2019,43.5,18247,6130,1604
Kentucky,Knott County,2019,43.2,18475,15260,4531
Kentucky,Menifee County,2019,44.6,20588,6443,1507
Kentucky,Muhlenberg County,2019,42.4,22612,30951,4587
Kentucky,Perry County,2019,41.2,23135,26624,6712
Kentucky,Wolfe County,2019,41.8,14923,7207,2058
Kentucky,Clay County,2019,39.6,15391,20368,6940
Kentucky,Bell County,2019,41.7,15501,26791,9218
